Item_Identifier,Outlet_Identifier,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales
FDI50,OUT046,3850.162,3850.162,3850.162,3850.162,3850.162,3850.162,3850.162,3850.162,3850.162,3850.162,3850.162,3850.162
NCB19,OUT045,1395.878,1395.878,1395.878,1395.878,1395.878,1395.878,1395.878,1395.878,1395.878,1395.878,1395.878,1395.878
DRI37,OUT035,955.197,955.197,955.197,955.197,955.197,955.197,955.197,955.197,955.197,955.197,955.197,955.197
FDA14,OUT027,4058.89,4058.89,4058.89,4058.89,4058.89,4058.89,4058.89,4058.89,4058.89,4058.89,4058.89,4058.89
FDC08,OUT018,3467.022,3467.022,3467.022,3467.022,3467.022,3467.022,3467.022,3467.022,3467.022,3467.022,3467.022,3467.022
FDS45,OUT046,2508.922,2508.922,2508.922,2508.922,2508.922,2508.922,2508.922,2508.922,2508.922,2508.922,2508.922,2508.922
FDI21,OUT049,1050.041,1050.041,1050.041,1050.041,1050.041,1050.041,1050.041,1050.041,1050.041,1050.041,1050.041,1050.041
DRJ47,OUT035,3040.547,3040.547,3040.547,3040.547,3040.547,3040.547,3040.547,3040.547,3040.547,3040.547,3040.547,3040.547
DRE37,OUT027,5079.135,5079.135,5079.135,5079.135,5079.135,5079.135,5079.135,5079.135,5079.135,5079.135,5079.135,5079.135
FDT55,OUT018,2583.61,2583.61,2583.61,2583.61,2583.61,2583.61,2583.61,2583.61,2583.61,2583.61,2583.61,2583.61
NCG42,OUT027,3509.284,3509.284,3509.284,3509.284,3509.284,3509.284,3509.284,3509.284,3509.284,3509.284,3509.284,3509.284
FDA31,OUT049,3085.692,3085.692,3085.692,3085.692,3085.692,3085.692,3085.692,3085.692,3085.692,3085.692,3085.692,3085.692
NCW42,OUT046,3574.888,3574.888,3574.888,3574.888,3574.888,3574.888,3574.888,3574.888,3574.888,3574.888,3574.888,3574.888
FDF50,OUT017,3318.583,3318.583,3318.583,3318.583,3318.583,3318.583,3318.583,3318.583,3318.583,3318.583,3318.583,3318.583
FDK56,OUT049,3332.409,3332.409,3332.409,3332.409,3332.409,3332.409,3332.409,3332.409,3332.409,3332.409,3332.409,3332.409
FDX10,OUT035,636.997,636.997,636.997,636.997,636.997,636.997,636.997,636.997,636.997,636.997,636.997,636.997
NCK07,OUT027,4365.672,4365.672,4365.672,4365.672,4365.672,4365.672,4365.672,4365.672,4365.672,4365.672,4365.672,4365.672
FDZ49,OUT017,3832.832,3832.832,3832.832,3832.832,3832.832,3832.832,3832.832,3832.832,3832.832,3832.832,3832.832,3832.832
FDR33,OUT013,1794.648,1794.648,1794.648,1794.648,1794.648,1794.648,1794.648,1794.648,1794.648,1794.648,1794.648,1794.648
FDO44,OUT018,1483.599,1483.599,1483.599,1483.599,1483.599,1483.599,1483.599,1483.599,1483.599,1483.599,1483.599,1483.599
FDA20,OUT046,3179.706,3179.706,3179.706,3179.706,3179.706,3179.706,3179.706,3179.706,3179.706,3179.706,3179.706,3179.706
NCL30,OUT045,2045.598,2045.598,2045.598,2045.598,2045.598,2045.598,2045.598,2045.598,2045.598,2045.598,2045.598,2045.598
FDI05,OUT019,211.113,211.113,211.113,211.113,211.113,211.113,211.113,211.113,211.113,211.113,211.113,211.113
FDQ12,OUT018,3136.421,3136.421,3136.421,3136.421,3136.421,3136.421,3136.421,3136.421,3136.421,3136.421,3136.421,3136.421
FDH47,OUT017,1600.432,1600.432,1600.432,1600.432,1600.432,1600.432,1600.432,1600.432,1600.432,1600.432,1600.432,1600.432
FDH34,OUT018,2768.606,2768.606,2768.606,2768.606,2768.606,2768.606,2768.606,2768.606,2768.606,2768.606,2768.606,2768.606
FDF29,OUT046,2150.759,2150.759,2150.759,2150.759,2150.759,2150.759,2150.759,2150.759,2150.759,2150.759,2150.759,2150.759
FDG40,OUT018,368.297,368.297,368.297,368.297,368.297,368.297,368.297,368.297,368.297,368.297,368.297,368.297
NCE18,OUT017,4293.876,4293.876,4293.876,4293.876,4293.876,4293.876,4293.876,4293.876,4293.876,4293.876,4293.876,4293.876
FDP21,OUT010,328.92,328.92,328.92,328.92,328.92,328.92,328.92,328.92,328.92,328.92,328.92,328.92
FDY50,OUT013,1380.968,1380.968,1380.968,1380.968,1380.968,1380.968,1380.968,1380.968,1380.968,1380.968,1380.968,1380.968
FDB36,OUT049,1998.266,1998.266,1998.266,1998.266,1998.266,1998.266,1998.266,1998.266,1998.266,1998.266,1998.266,1998.266
NCZ29,OUT049,2105.31,2105.31,2105.31,2105.31,2105.31,2105.31,2105.31,2105.31,2105.31,2105.31,2105.31,2105.31
FDU20,OUT018,1534.454,1534.454,1534.454,1534.454,1534.454,1534.454,1534.454,1534.454,1534.454,1534.454,1534.454,1534.454
FDO56,OUT013,1755.33,1755.33,1755.33,1755.33,1755.33,1755.33,1755.33,1755.33,1755.33,1755.33,1755.33,1755.33
FDW31,OUT049,3185.396,3185.396,3185.396,3185.396,3185.396,3185.396,3185.396,3185.396,3185.396,3185.396,3185.396,3185.396
DRH59,OUT013,1109.618,1109.618,1109.618,1109.618,1109.618,1109.618,1109.618,1109.618,1109.618,1109.618,1109.618,1109.618
NCB30,OUT017,3041.877,3041.877,3041.877,3041.877,3041.877,3041.877,3041.877,3041.877,3041.877,3041.877,3041.877,3041.877
FDK43,OUT027,3240.802,3240.802,3240.802,3240.802,3240.802,3240.802,3240.802,3240.802,3240.802,3240.802,3240.802,3240.802
FDW43,OUT045,3924.33,3924.33,3924.33,3924.33,3924.33,3924.33,3924.33,3924.33,3924.33,3924.33,3924.33,3924.33
NCL19,OUT017,2305.784,2305.784,2305.784,2305.784,2305.784,2305.784,2305.784,2305.784,2305.784,2305.784,2305.784,2305.784
FDJ27,OUT046,1643.074,1643.074,1643.074,1643.074,1643.074,1643.074,1643.074,1643.074,1643.074,1643.074,1643.074,1643.074
FDC45,OUT046,2782.946,2782.946,2782.946,2782.946,2782.946,2782.946,2782.946,2782.946,2782.946,2782.946,2782.946,2782.946
FDY40,OUT035,739.131,739.131,739.131,739.131,739.131,739.131,739.131,739.131,739.131,739.131,739.131,739.131
NCM41,OUT035,1517.126,1517.126,1517.126,1517.126,1517.126,1517.126,1517.126,1517.126,1517.126,1517.126,1517.126,1517.126
NCK18,OUT019,491.362,491.362,491.362,491.362,491.362,491.362,491.362,491.362,491.362,491.362,491.362,491.362
FDP37,OUT049,2108.718,2108.718,2108.718,2108.718,2108.718,2108.718,2108.718,2108.718,2108.718,2108.718,2108.718,2108.718
FDA27,OUT027,6321.053,6321.053,6321.053,6321.053,6321.053,6321.053,6321.053,6321.053,6321.053,6321.053,6321.053,6321.053
NCX30,OUT035,4400.407,4400.407,4400.407,4400.407,4400.407,4400.407,4400.407,4400.407,4400.407,4400.407,4400.407,4400.407
FDR09,OUT017,4109.689,4109.689,4109.689,4109.689,4109.689,4109.689,4109.689,4109.689,4109.689,4109.689,4109.689,4109.689
FDG08,OUT027,4816.259,4816.259,4816.259,4816.259,4816.259,4816.259,4816.259,4816.259,4816.259,4816.259,4816.259,4816.259
NCU30,OUT013,2648.721,2648.721,2648.721,2648.721,2648.721,2648.721,2648.721,2648.721,2648.721,2648.721,2648.721,2648.721
FDB16,OUT017,1450.786,1450.786,1450.786,1450.786,1450.786,1450.786,1450.786,1450.786,1450.786,1450.786,1450.786,1450.786
FDM16,OUT017,1179.221,1179.221,1179.221,1179.221,1179.221,1179.221,1179.221,1179.221,1179.221,1179.221,1179.221,1179.221
FDC48,OUT013,1179.681,1179.681,1179.681,1179.681,1179.681,1179.681,1179.681,1179.681,1179.681,1179.681,1179.681,1179.681
NCF18,OUT046,3300.74,3300.74,3300.74,3300.74,3300.74,3300.74,3300.74,3300.74,3300.74,3300.74,3300.74,3300.74
FDU46,OUT018,1208.771,1208.771,1208.771,1208.771,1208.771,1208.771,1208.771,1208.771,1208.771,1208.771,1208.771,1208.771
FDH41,OUT018,2937.882,2937.882,2937.882,2937.882,2937.882,2937.882,2937.882,2937.882,2937.882,2937.882,2937.882,2937.882
NCN42,OUT010,460.786,460.786,460.786,460.786,460.786,460.786,460.786,460.786,460.786,460.786,460.786,460.786
FDU49,OUT046,1381.939,1381.939,1381.939,1381.939,1381.939,1381.939,1381.939,1381.939,1381.939,1381.939,1381.939,1381.939
FDB20,OUT027,2481.444,2481.444,2481.444,2481.444,2481.444,2481.444,2481.444,2481.444,2481.444,2481.444,2481.444,2481.444
FDG50,OUT019,159.559,159.559,159.559,159.559,159.559,159.559,159.559,159.559,159.559,159.559,159.559,159.559
FDW20,OUT045,1843.126,1843.126,1843.126,1843.126,1843.126,1843.126,1843.126,1843.126,1843.126,1843.126,1843.126,1843.126
NCO55,OUT049,1881.258,1881.258,1881.258,1881.258,1881.258,1881.258,1881.258,1881.258,1881.258,1881.258,1881.258,1881.258
FDX48,OUT046,2469.704,2469.704,2469.704,2469.704,2469.704,2469.704,2469.704,2469.704,2469.704,2469.704,2469.704,2469.704
FDU48,OUT046,1884.987,1884.987,1884.987,1884.987,1884.987,1884.987,1884.987,1884.987,1884.987,1884.987,1884.987,1884.987
FDR48,OUT019,327.959,327.959,327.959,327.959,327.959,327.959,327.959,327.959,327.959,327.959,327.959,327.959
FDK27,OUT013,1998.102,1998.102,1998.102,1998.102,1998.102,1998.102,1998.102,1998.102,1998.102,1998.102,1998.102,1998.102
FDT35,OUT013,2672.751,2672.751,2672.751,2672.751,2672.751,2672.751,2672.751,2672.751,2672.751,2672.751,2672.751,2672.751
FDN12,OUT049,1761.143,1761.143,1761.143,1761.143,1761.143,1761.143,1761.143,1761.143,1761.143,1761.143,1761.143,1761.143
NCE31,OUT019,106.878,106.878,106.878,106.878,106.878,106.878,106.878,106.878,106.878,106.878,106.878,106.878
FDL21,OUT017,733.85,733.85,733.85,733.85,733.85,733.85,733.85,733.85,733.85,733.85,733.85,733.85
FDV56,OUT017,1725.143,1725.143,1725.143,1725.143,1725.143,1725.143,1725.143,1725.143,1725.143,1725.143,1725.143,1725.143
FDR16,OUT017,3433.58,3433.58,3433.58,3433.58,3433.58,3433.58,3433.58,3433.58,3433.58,3433.58,3433.58,3433.58
NCP41,OUT049,1721.636,1721.636,1721.636,1721.636,1721.636,1721.636,1721.636,1721.636,1721.636,1721.636,1721.636,1721.636
FDJ27,OUT013,1737.215,1737.215,1737.215,1737.215,1737.215,1737.215,1737.215,1737.215,1737.215,1737.215,1737.215,1737.215
FDA07,OUT017,1955.991,1955.991,1955.991,1955.991,1955.991,1955.991,1955.991,1955.991,1955.991,1955.991,1955.991,1955.991
FDK55,OUT049,1390.972,1390.972,1390.972,1390.972,1390.972,1390.972,1390.972,1390.972,1390.972,1390.972,1390.972,1390.972
FDM33,OUT049,3915.112,3915.112,3915.112,3915.112,3915.112,3915.112,3915.112,3915.112,3915.112,3915.112,3915.112,3915.112
FDY46,OUT046,3035.406,3035.406,3035.406,3035.406,3035.406,3035.406,3035.406,3035.406,3035.406,3035.406,3035.406,3035.406
FDD36,OUT046,1913.605,1913.605,1913.605,1913.605,1913.605,1913.605,1913.605,1913.605,1913.605,1913.605,1913.605,1913.605
FDB12,OUT027,2773.386,2773.386,2773.386,2773.386,2773.386,2773.386,2773.386,2773.386,2773.386,2773.386,2773.386,2773.386
FDF28,OUT019,294.39,294.39,294.39,294.39,294.39,294.39,294.39,294.39,294.39,294.39,294.39,294.39
NCE07,OUT019,322.073,322.073,322.073,322.073,322.073,322.073,322.073,322.073,322.073,322.073,322.073,322.073
FDW50,OUT027,4080.413,4080.413,4080.413,4080.413,4080.413,4080.413,4080.413,4080.413,4080.413,4080.413,4080.413,4080.413
NCW18,OUT017,3839.186,3839.186,3839.186,3839.186,3839.186,3839.186,3839.186,3839.186,3839.186,3839.186,3839.186,3839.186
NCJ17,OUT019,266.223,266.223,266.223,266.223,266.223,266.223,266.223,266.223,266.223,266.223,266.223,266.223
DRZ24,OUT010,262.714,262.714,262.714,262.714,262.714,262.714,262.714,262.714,262.714,262.714,262.714,262.714
FDS07,OUT035,1903.105,1903.105,1903.105,1903.105,1903.105,1903.105,1903.105,1903.105,1903.105,1903.105,1903.105,1903.105
NCW05,OUT010,257.373,257.373,257.373,257.373,257.373,257.373,257.373,257.373,257.373,257.373,257.373,257.373
FDZ22,OUT018,1145.178,1145.178,1145.178,1145.178,1145.178,1145.178,1145.178,1145.178,1145.178,1145.178,1145.178,1145.178
FDK02,OUT046,1938.283,1938.283,1938.283,1938.283,1938.283,1938.283,1938.283,1938.283,1938.283,1938.283,1938.283,1938.283
FDZ45,OUT027,5698.005,5698.005,5698.005,5698.005,5698.005,5698.005,5698.005,5698.005,5698.005,5698.005,5698.005,5698.005
FDL25,OUT046,1480.456,1480.456,1480.456,1480.456,1480.456,1480.456,1480.456,1480.456,1480.456,1480.456,1480.456,1480.456
FDS08,OUT045,2319.326,2319.326,2319.326,2319.326,2319.326,2319.326,2319.326,2319.326,2319.326,2319.326,2319.326,2319.326
NCZ42,OUT027,6811.081,6811.081,6811.081,6811.081,6811.081,6811.081,6811.081,6811.081,6811.081,6811.081,6811.081,6811.081
FDX57,OUT035,1646.996,1646.996,1646.996,1646.996,1646.996,1646.996,1646.996,1646.996,1646.996,1646.996,1646.996,1646.996
FDF21,OUT046,3364.671,3364.671,3364.671,3364.671,3364.671,3364.671,3364.671,3364.671,3364.671,3364.671,3364.671,3364.671
FDJ56,OUT018,1398.998,1398.998,1398.998,1398.998,1398.998,1398.998,1398.998,1398.998,1398.998,1398.998,1398.998,1398.998
FDX10,OUT013,611.162,611.162,611.162,611.162,611.162,611.162,611.162,611.162,611.162,611.162,611.162,611.162
DRG48,OUT035,2490.076,2490.076,2490.076,2490.076,2490.076,2490.076,2490.076,2490.076,2490.076,2490.076,2490.076,2490.076
DRN37,OUT046,2492.374,2492.374,2492.374,2492.374,2492.374,2492.374,2492.374,2492.374,2492.374,2492.374,2492.374,2492.374
NCY41,OUT018,314.177,314.177,314.177,314.177,314.177,314.177,314.177,314.177,314.177,314.177,314.177,314.177
FDN28,OUT045,1597.164,1597.164,1597.164,1597.164,1597.164,1597.164,1597.164,1597.164,1597.164,1597.164,1597.164,1597.164
FDE34,OUT045,2866.338,2866.338,2866.338,2866.338,2866.338,2866.338,2866.338,2866.338,2866.338,2866.338,2866.338,2866.338
FDR10,OUT045,2630.482,2630.482,2630.482,2630.482,2630.482,2630.482,2630.482,2630.482,2630.482,2630.482,2630.482,2630.482
FDC32,OUT017,1466.541,1466.541,1466.541,1466.541,1466.541,1466.541,1466.541,1466.541,1466.541,1466.541,1466.541,1466.541
DRG13,OUT046,2578.706,2578.706,2578.706,2578.706,2578.706,2578.706,2578.706,2578.706,2578.706,2578.706,2578.706,2578.706
FDP59,OUT049,1186.72,1186.72,1186.72,1186.72,1186.72,1186.72,1186.72,1186.72,1186.72,1186.72,1186.72,1186.72
NCT53,OUT010,304.876,304.876,304.876,304.876,304.876,304.876,304.876,304.876,304.876,304.876,304.876,304.876
FDL57,OUT027,6198.736,6198.736,6198.736,6198.736,6198.736,6198.736,6198.736,6198.736,6198.736,6198.736,6198.736,6198.736
FDN32,OUT010,546.949,546.949,546.949,546.949,546.949,546.949,546.949,546.949,546.949,546.949,546.949,546.949
FDK09,OUT018,3508.417,3508.417,3508.417,3508.417,3508.417,3508.417,3508.417,3508.417,3508.417,3508.417,3508.417,3508.417
FDA52,OUT010,488.572,488.572,488.572,488.572,488.572,488.572,488.572,488.572,488.572,488.572,488.572,488.572
FDC57,OUT049,2784.01,2784.01,2784.01,2784.01,2784.01,2784.01,2784.01,2784.01,2784.01,2784.01,2784.01,2784.01
FDI09,OUT035,4205.89,4205.89,4205.89,4205.89,4205.89,4205.89,4205.89,4205.89,4205.89,4205.89,4205.89,4205.89
NCB07,OUT046,2900.272,2900.272,2900.272,2900.272,2900.272,2900.272,2900.272,2900.272,2900.272,2900.272,2900.272,2900.272
FDP26,OUT035,1769.761,1769.761,1769.761,1769.761,1769.761,1769.761,1769.761,1769.761,1769.761,1769.761,1769.761,1769.761
FDP40,OUT027,2683.597,2683.597,2683.597,2683.597,2683.597,2683.597,2683.597,2683.597,2683.597,2683.597,2683.597,2683.597
FDL15,OUT013,2529.664,2529.664,2529.664,2529.664,2529.664,2529.664,2529.664,2529.664,2529.664,2529.664,2529.664,2529.664
FDV07,OUT046,1764.996,1764.996,1764.996,1764.996,1764.996,1764.996,1764.996,1764.996,1764.996,1764.996,1764.996,1764.996
FDS03,OUT017,1081.106,1081.106,1081.106,1081.106,1081.106,1081.106,1081.106,1081.106,1081.106,1081.106,1081.106,1081.106
FDE50,OUT049,2988.825,2988.825,2988.825,2988.825,2988.825,2988.825,2988.825,2988.825,2988.825,2988.825,2988.825,2988.825
FDQ15,OUT017,1192.141,1192.141,1192.141,1192.141,1192.141,1192.141,1192.141,1192.141,1192.141,1192.141,1192.141,1192.141
FDQ33,OUT010,392.846,392.846,392.846,392.846,392.846,392.846,392.846,392.846,392.846,392.846,392.846,392.846
FDT22,OUT013,805.414,805.414,805.414,805.414,805.414,805.414,805.414,805.414,805.414,805.414,805.414,805.414
DRO35,OUT035,1897.049,1897.049,1897.049,1897.049,1897.049,1897.049,1897.049,1897.049,1897.049,1897.049,1897.049,1897.049
FDJ41,OUT049,4120.919,4120.919,4120.919,4120.919,4120.919,4120.919,4120.919,4120.919,4120.919,4120.919,4120.919,4120.919
FDQ27,OUT035,2049.344,2049.344,2049.344,2049.344,2049.344,2049.344,2049.344,2049.344,2049.344,2049.344,2049.344,2049.344
FDC26,OUT017,1803.276,1803.276,1803.276,1803.276,1803.276,1803.276,1803.276,1803.276,1803.276,1803.276,1803.276,1803.276
NCF43,OUT027,3576.12,3576.12,3576.12,3576.12,3576.12,3576.12,3576.12,3576.12,3576.12,3576.12,3576.12,3576.12
NCR50,OUT035,2805.978,2805.978,2805.978,2805.978,2805.978,2805.978,2805.978,2805.978,2805.978,2805.978,2805.978,2805.978
FDE39,OUT018,1826.611,1826.611,1826.611,1826.611,1826.611,1826.611,1826.611,1826.611,1826.611,1826.611,1826.611,1826.611
FDN49,OUT027,984.672,984.672,984.672,984.672,984.672,984.672,984.672,984.672,984.672,984.672,984.672,984.672
DRG11,OUT035,1746.878,1746.878,1746.878,1746.878,1746.878,1746.878,1746.878,1746.878,1746.878,1746.878,1746.878,1746.878
NCA18,OUT049,1868.635,1868.635,1868.635,1868.635,1868.635,1868.635,1868.635,1868.635,1868.635,1868.635,1868.635,1868.635
FDM36,OUT018,2488.95,2488.95,2488.95,2488.95,2488.95,2488.95,2488.95,2488.95,2488.95,2488.95,2488.95,2488.95
FDW32,OUT017,1333.432,1333.432,1333.432,1333.432,1333.432,1333.432,1333.432,1333.432,1333.432,1333.432,1333.432,1333.432
NCQ18,OUT010,241.119,241.119,241.119,241.119,241.119,241.119,241.119,241.119,241.119,241.119,241.119,241.119
FDX14,OUT027,2073.5,2073.5,2073.5,2073.5,2073.5,2073.5,2073.5,2073.5,2073.5,2073.5,2073.5,2073.5
FDD46,OUT017,2321.558,2321.558,2321.558,2321.558,2321.558,2321.558,2321.558,2321.558,2321.558,2321.558,2321.558,2321.558
FDI34,OUT019,656.027,656.027,656.027,656.027,656.027,656.027,656.027,656.027,656.027,656.027,656.027,656.027
NCJ17,OUT035,1503.046,1503.046,1503.046,1503.046,1503.046,1503.046,1503.046,1503.046,1503.046,1503.046,1503.046,1503.046
FDB52,OUT035,3772.88,3772.88,3772.88,3772.88,3772.88,3772.88,3772.88,3772.88,3772.88,3772.88,3772.88,3772.88
FDV55,OUT018,2091.258,2091.258,2091.258,2091.258,2091.258,2091.258,2091.258,2091.258,2091.258,2091.258,2091.258,2091.258
FDC57,OUT046,3125.7,3125.7,3125.7,3125.7,3125.7,3125.7,3125.7,3125.7,3125.7,3125.7,3125.7,3125.7
FDB29,OUT046,1982.918,1982.918,1982.918,1982.918,1982.918,1982.918,1982.918,1982.918,1982.918,1982.918,1982.918,1982.918
NCO43,OUT035,1742.231,1742.231,1742.231,1742.231,1742.231,1742.231,1742.231,1742.231,1742.231,1742.231,1742.231,1742.231
FDG44,OUT045,895.197,895.197,895.197,895.197,895.197,895.197,895.197,895.197,895.197,895.197,895.197,895.197
FDJ34,OUT045,1878.568,1878.568,1878.568,1878.568,1878.568,1878.568,1878.568,1878.568,1878.568,1878.568,1878.568,1878.568
FDH40,OUT049,1343.83,1343.83,1343.83,1343.83,1343.83,1343.83,1343.83,1343.83,1343.83,1343.83,1343.83,1343.83
NCD07,OUT027,3172.489,3172.489,3172.489,3172.489,3172.489,3172.489,3172.489,3172.489,3172.489,3172.489,3172.489,3172.489
FDB41,OUT017,772.548,772.548,772.548,772.548,772.548,772.548,772.548,772.548,772.548,772.548,772.548,772.548
FDH47,OUT018,1378.251,1378.251,1378.251,1378.251,1378.251,1378.251,1378.251,1378.251,1378.251,1378.251,1378.251,1378.251
DRK37,OUT035,3640.063,3640.063,3640.063,3640.063,3640.063,3640.063,3640.063,3640.063,3640.063,3640.063,3640.063,3640.063
FDM25,OUT019,518.092,518.092,518.092,518.092,518.092,518.092,518.092,518.092,518.092,518.092,518.092,518.092
NCX06,OUT045,2973.531,2973.531,2973.531,2973.531,2973.531,2973.531,2973.531,2973.531,2973.531,2973.531,2973.531,2973.531
NCS05,OUT017,2143.932,2143.932,2143.932,2143.932,2143.932,2143.932,2143.932,2143.932,2143.932,2143.932,2143.932,2143.932
FDS39,OUT045,2064.155,2064.155,2064.155,2064.155,2064.155,2064.155,2064.155,2064.155,2064.155,2064.155,2064.155,2064.155
FDC47,OUT027,5806.731,5806.731,5806.731,5806.731,5806.731,5806.731,5806.731,5806.731,5806.731,5806.731,5806.731,5806.731
FDG20,OUT013,2911.067,2911.067,2911.067,2911.067,2911.067,2911.067,2911.067,2911.067,2911.067,2911.067,2911.067,2911.067
DRL23,OUT017,1599.208,1599.208,1599.208,1599.208,1599.208,1599.208,1599.208,1599.208,1599.208,1599.208,1599.208,1599.208
FDY33,OUT013,2760.427,2760.427,2760.427,2760.427,2760.427,2760.427,2760.427,2760.427,2760.427,2760.427,2760.427,2760.427
NCH18,OUT045,3668.934,3668.934,3668.934,3668.934,3668.934,3668.934,3668.934,3668.934,3668.934,3668.934,3668.934,3668.934
FDX47,OUT035,2453.039,2453.039,2453.039,2453.039,2453.039,2453.039,2453.039,2453.039,2453.039,2453.039,2453.039,2453.039
NCB06,OUT045,2613.693,2613.693,2613.693,2613.693,2613.693,2613.693,2613.693,2613.693,2613.693,2613.693,2613.693,2613.693
FDP36,OUT049,788.066,788.066,788.066,788.066,788.066,788.066,788.066,788.066,788.066,788.066,788.066,788.066
FDW44,OUT018,2607.986,2607.986,2607.986,2607.986,2607.986,2607.986,2607.986,2607.986,2607.986,2607.986,2607.986,2607.986
NCU41,OUT018,2745.43,2745.43,2745.43,2745.43,2745.43,2745.43,2745.43,2745.43,2745.43,2745.43,2745.43,2745.43
NCS17,OUT046,1540.426,1540.426,1540.426,1540.426,1540.426,1540.426,1540.426,1540.426,1540.426,1540.426,1540.426,1540.426
FDD46,OUT035,2347.421,2347.421,2347.421,2347.421,2347.421,2347.421,2347.421,2347.421,2347.421,2347.421,2347.421,2347.421
FDE45,OUT017,3098.16,3098.16,3098.16,3098.16,3098.16,3098.16,3098.16,3098.16,3098.16,3098.16,3098.16,3098.16
FDI09,OUT017,4055.18,4055.18,4055.18,4055.18,4055.18,4055.18,4055.18,4055.18,4055.18,4055.18,4055.18,4055.18
NCJ54,OUT010,544.906,544.906,544.906,544.906,544.906,544.906,544.906,544.906,544.906,544.906,544.906,544.906
NCA29,OUT018,2802.783,2802.783,2802.783,2802.783,2802.783,2802.783,2802.783,2802.783,2802.783,2802.783,2802.783,2802.783
NCN41,OUT027,3456.308,3456.308,3456.308,3456.308,3456.308,3456.308,3456.308,3456.308,3456.308,3456.308,3456.308,3456.308
FDY34,OUT035,2919.349,2919.349,2919.349,2919.349,2919.349,2919.349,2919.349,2919.349,2919.349,2919.349,2919.349,2919.349
NCG55,OUT035,2011.9,2011.9,2011.9,2011.9,2011.9,2011.9,2011.9,2011.9,2011.9,2011.9,2011.9,2011.9
DRM49,OUT046,757.437,757.437,757.437,757.437,757.437,757.437,757.437,757.437,757.437,757.437,757.437,757.437
NCB42,OUT049,1915.343,1915.343,1915.343,1915.343,1915.343,1915.343,1915.343,1915.343,1915.343,1915.343,1915.343,1915.343
FDE58,OUT045,1942.501,1942.501,1942.501,1942.501,1942.501,1942.501,1942.501,1942.501,1942.501,1942.501,1942.501,1942.501
DRJ25,OUT013,808.118,808.118,808.118,808.118,808.118,808.118,808.118,808.118,808.118,808.118,808.118,808.118
FDS47,OUT010,195.724,195.724,195.724,195.724,195.724,195.724,195.724,195.724,195.724,195.724,195.724,195.724
FDY21,OUT049,3126.024,3126.024,3126.024,3126.024,3126.024,3126.024,3126.024,3126.024,3126.024,3126.024,3126.024,3126.024
NCI54,OUT013,1759.555,1759.555,1759.555,1759.555,1759.555,1759.555,1759.555,1759.555,1759.555,1759.555,1759.555,1759.555
FDO24,OUT017,2592.811,2592.811,2592.811,2592.811,2592.811,2592.811,2592.811,2592.811,2592.811,2592.811,2592.811,2592.811
FDY43,OUT035,2715.741,2715.741,2715.741,2715.741,2715.741,2715.741,2715.741,2715.741,2715.741,2715.741,2715.741,2715.741
FDF35,OUT018,1555.315,1555.315,1555.315,1555.315,1555.315,1555.315,1555.315,1555.315,1555.315,1555.315,1555.315,1555.315
NCP29,OUT019,183.905,183.905,183.905,183.905,183.905,183.905,183.905,183.905,183.905,183.905,183.905,183.905
FDN28,OUT027,2396.232,2396.232,2396.232,2396.232,2396.232,2396.232,2396.232,2396.232,2396.232,2396.232,2396.232,2396.232
FDJ50,OUT018,608.294,608.294,608.294,608.294,608.294,608.294,608.294,608.294,608.294,608.294,608.294,608.294
FDQ14,OUT027,3710.11,3710.11,3710.11,3710.11,3710.11,3710.11,3710.11,3710.11,3710.11,3710.11,3710.11,3710.11
FDC37,OUT035,1983.455,1983.455,1983.455,1983.455,1983.455,1983.455,1983.455,1983.455,1983.455,1983.455,1983.455,1983.455
FDN08,OUT046,1863.671,1863.671,1863.671,1863.671,1863.671,1863.671,1863.671,1863.671,1863.671,1863.671,1863.671,1863.671
FDD04,OUT035,2199.698,2199.698,2199.698,2199.698,2199.698,2199.698,2199.698,2199.698,2199.698,2199.698,2199.698,2199.698
FDW34,OUT018,3447.29,3447.29,3447.29,3447.29,3447.29,3447.29,3447.29,3447.29,3447.29,3447.29,3447.29,3447.29
FDP04,OUT017,1050.711,1050.711,1050.711,1050.711,1050.711,1050.711,1050.711,1050.711,1050.711,1050.711,1050.711,1050.711
NCG07,OUT017,3127.658,3127.658,3127.658,3127.658,3127.658,3127.658,3127.658,3127.658,3127.658,3127.658,3127.658,3127.658
NCN14,OUT018,2813.488,2813.488,2813.488,2813.488,2813.488,2813.488,2813.488,2813.488,2813.488,2813.488,2813.488,2813.488
FDJ16,OUT045,878.07,878.07,878.07,878.07,878.07,878.07,878.07,878.07,878.07,878.07,878.07,878.07
NCM42,OUT045,1597.983,1597.983,1597.983,1597.983,1597.983,1597.983,1597.983,1597.983,1597.983,1597.983,1597.983,1597.983
NCF19,OUT046,758.572,758.572,758.572,758.572,758.572,758.572,758.572,758.572,758.572,758.572,758.572,758.572
FDY21,OUT018,2973.447,2973.447,2973.447,2973.447,2973.447,2973.447,2973.447,2973.447,2973.447,2973.447,2973.447,2973.447
FDY19,OUT035,2005.162,2005.162,2005.162,2005.162,2005.162,2005.162,2005.162,2005.162,2005.162,2005.162,2005.162,2005.162
